t_s,iz_id,x_m,y_m,guven,u_px,v_px,h,s,v
903.037,7,34.82,23.8,0.771,1738.5,402.8,95,36,148
903.037,8,34.252,19.627,0.779,1638.8,350.5,44,30,187
903.037,9,25.523,5.199,0.794,1171.9,197.8,125,28,235
903.037,11,37.945,16.272,0.754,1596.8,310.2,26,10,208
903.037,19,25.357,12.017,0.828,1326.7,262.6,80,31,184
903.037,12,27.711,11.999,0.835,1371.4,263.3,26,44,181
903.037,6,26.753,17.436,0.833,1497.9,331.0,26,48,204
903.037,10,30.969,6.018,0.723,1295.5,210.6,150,12,223
903.037,3,29.831,15.832,0.421,1499.9,307.7,90,29,204
903.137,1,17.649,24.141,0.908,1567.8,501.8,102,115,164
903.137,2,20.322,17.973,0.9,1390.6,351.1,118,27,201
903.137,4,6.558,14.188,0.851,642.6,348.5,120,19,160
903.137,5,12.266,13.683,0.901,953.7,300.9,91,24,186
903.137,7,34.931,23.979,0.736,1743.2,404.9,93,36,149
903.137,8,34.778,19.717,0.596,1645.1,350.9,35,35,186
903.137,9,25.756,5.156,0.764,1176.2,197.7,114,22,237
903.137,11,37.831,16.447,0.77,1599.4,312.0,27,10,207
903.137,19,25.522,12.006,0.803,1329.8,262.6,98,28,185
903.137,12,26.994,12.732,0.608,1376.7,271.2,28,39,185
903.137,6,26.551,17.723,0.466,1502.9,335.3,18,46,210
903.137,10,30.744,6.329,0.78,1298.0,212.8,150,16,199
903.137,3,29.857,16.08,0.284,1506.5,310.7,90,27,219
903.237,1,17.873,24.053,0.899,1568.7,497.2,101,109,165
903.237,2,20.478,17.986,0.9,1394.8,350.9,115,26,201
903.237,4,6.527,14.313,0.84,642.9,351.4,122,19,160
903.237,5,12.283,13.724,0.887,955.8,301.5,90,23,178
903.237,7,35.088,24.123,0.711,1747.3,406.3,90,36,148
903.237,8,34.845,19.895,0.776,1649.7,353.0,34,48,182
903.237,9,25.565,5.497,0.815,1179.1,200.2,108,24,239
903.237,11,38.103,16.492,0.774,1602.6,312.4,26,11,207
903.237,19,25.814,12.037,0.847,1336.5,263.0,97,33,208
903.237,12,27.102,12.92,0.786,1383.4,273.4,26,40,189
903.237,6,26.719,17.818,0.732,1508.1,336.5,18,58,208
903.237,10,30.656,6.501,0.617,1300.0,214.1,150,12,203
903.237,3,32.22,14.999,0.477,1510.6,297.4,87,18,228
903.337,1,17.953,24.041,0.911,1569.8,496.1,100,106,160
903.337,2,20.636,18.002,0.852,1399.1,350.8,114,26,202
903.337,4,6.531,14.355,0.825,644.1,352.2,122,18,160
903.337,5,12.373,13.712,0.899,959.8,301.0,90,21,180
903.337,7,35.898,24.37,0.576,1756.8,407.3,78,38,141
903.337,8,35.21,20.03,0.697,1655.5,354.1,23,65,174
903.337,9,25.605,5.594,0.743,1182.0,201.0,90,23,239
903.337,11,38.382,16.515,0.749,1605.4,312.6,33,11,210
903.337,19,26.205,12.005,0.869,1343.4,262.8,96,37,200
903.337,12,27.349,12.926,0.782,1388.0,273.5,24,47,170
903.337,6,27.138,17.755,0.378,1512.6,335.0,16,64,198
903.337,10,30.807,6.547,0.677,1303.5,214.6,150,11,240
903.337,3,29.547,16.47,0.537,1512.2,315.7,68,22,195
903.437,1,18.097,23.992,0.915,1570.6,493.4,98,69,156
903.437,2,20.879,18.023,0.887,1405.5,350.5,116,48,204
903.437,4,6.498,14.497,0.822,644.7,355.6,123,18,158
903.437,5,12.493,13.728,0.893,966.0,300.8,90,20,179
903.437,7,36.194,24.532,0.73,1761.7,408.6,91,35,136
903.437,8,35.103,20.279,0.717,1660.3,357.3,17,62,179
903.437,9,25.805,5.632,0.726,1187.2,201.5,90,22,239
903.437,11,38.426,16.588,0.767,1607.2,313.3,40,13,188
903.437,19,26.374,12.012,0.861,1346.9,262.9,94,31,188
903.437,12,27.539,12.979,0.826,1392.7,274.2,30,39,164
903.437,10,30.93,6.594,0.7,1306.6,215.2,150,10,246
903.437,3,28.916,16.839,0.47,1513.1,320.9,73,20,191
903.537,1,18.196,23.972,0.92,1571.8,491.9,100,46,153
903.537,2,20.992,18.05,0.877,1409.0,350.7,118,55,205
903.537,4,6.511,14.497,0.835,645.6,355.4,126,16,157
903.537,5,12.665,13.729,0.863,974.1,300.1,97,22,195
903.537,7,35.777,24.759,0.774,1764.9,412.8,78,40,141
903.537,8,34.906,20.518,0.777,1664.3,360.5,30,43,174
903.537,9,26.184,5.506,0.649,1192.9,200.9,90,22,239
903.537,11,38.598,16.63,0.753,1609.4,313.7,33,12,172
903.537,19,27.029,11.656,0.865,1350.5,259.3,90,35,181
903.537,12,27.651,13.03,0.715,1395.9,274.8,24,30,167
903.537,10,31.116,6.625,0.702,1310.3,215.6,150,7,254
903.537,3,28.017,17.353,0.499,1514.2,328.5,53,21,192
903.537,40,27.239,17.596,0.477,1509.7,332.7,50,22,211
903.637,1,18.258,23.979,0.914,1573.3,491.5,100,39,152
903.637,2,21.053,18.074,0.872,1411.2,351.0,117,39,206
903.637,4,6.552,14.557,0.788,649.4,356.3,126,21,157
903.637,5,12.781,13.771,0.87,980.8,300.4,99,23,207
903.637,7,35.829,24.845,0.685,1767.0,413.8,94,44,142
903.637,8,34.568,20.706,0.819,1666.0,363.4,50,37,175
903.637,9,25.986,5.871,0.715,1196.2,203.6,114,22,238
903.637,11,38.777,16.653,0.765,1611.3,313.9,34,12,196
903.637,19,27.388,11.53,0.856,1354.1,258.1,83,34,172
903.637,12,25.14,14.882,0.499,1399.0,297.6,50,29,176
903.637,10,31.006,6.878,0.744,1313.7,217.6,147,7,253
903.637,3,28.191,17.32,0.473,1515.8,327.8,76,23,200
903.737,1,18.302,23.984,0.921,1574.4,491.2,97,32,152
903.737,2,21.153,18.086,0.899,1413.9,350.9,116,33,207
903.737,4,6.597,14.612,0.848,653.5,357.0,123,19,159
903.737,5,12.883,13.857,0.889,988.2,301.4,94,21,193
903.737,7,36.069,24.991,0.64,1771.3,415.0,93,48,137
903.737,8,34.648,20.825,0.812,1669.3,364.7,56,34,171
903.737,9,25.942,6.075,0.722,1199.6,205.3,83,27,228
903.737,11,39.036,16.681,0.735,1613.9,314.1,34,9,208
903.737,19,27.605,11.563,0.884,1358.8,258.6,81,33,171
903.737,12,26.476,14.083,0.761,1402.2,287.1,48,29,170
903.737,10,30.896,7.039,0.74,1315.1,218.8,34,8,249
903.737,3,28.745,17.086,0.593,1517.2,324.2,90,24,202
903.737,6,27.94,18.063,0.457,1532.4,338.3,20,58,197
903.837,1,18.287,23.991,0.909,1574.3,491.5,75,27,152
903.837,2,21.27,18.105,0.894,1417.1,351.0,117,36,207
903.837,4,6.73,14.689,0.857,663.9,357.4,83,18,161
903.837,5,12.982,13.892,0.901,993.9,301.6,90,21,191
903.837,7,36.18,25.176,0.631,1775.8,417.1,88,52,131
903.837,8,35.002,20.933,0.747,1674.4,365.5,37,49,169
903.837,9,25.987,6.165,0.704,1202.5,206.1,84,25,214
903.837,11,39.099,16.733,0.74,1615.5,314.6,135,9,213
903.837,19,28.066,11.577,0.839,1367.4,258.9,89,29,168
903.837,12,27.446,13.613,0.731,1407.1,281.5,41,30,169
903.837,10,30.961,7.076,0.688,1317.0,219.2,26,9,247
903.837,3,29.376,16.902,0.811,1520.9,321.3,90,28,206
903.837,6,28.29,18.123,0.76,1538.7,338.6,14,53,205
903.937,1,18.263,23.984,0.912,1573.6,491.6,71,27,152
903.937,2,21.325,18.15,0.867,1419.8,351.6,117,34,206
903.937,4,6.868,14.72,0.875,673.6,356.7,58,18,165
903.937,5,13.023,13.903,0.898,996.1,301.6,90,24,190
903.937,7,36.378,25.299,0.428,1779.3,418.1,95,51,136
903.937,8,35.178,20.975,0.728,1676.6,365.7,34,54,161
903.937,9,26.188,6.193,0.533,1207.5,206.5,41,32,199
903.937,11,39.357,16.666,0.695,1616.1,313.8,140,9,211
903.937,19,28.385,11.638,0.868,1374.5,259.8,91,29,168
903.937,12,27.86,13.574,0.751,1413.2,281.1,39,31,166
903.937,10,31.083,7.059,0.696,1318.7,219.2,22,9,247
903.937,3,29.588,16.749,0.794,1519.8,319.2,90,27,204
903.937,6,28.684,18.156,0.792,1544.7,338.6,13,51,201
904.037,1,18.238,23.977,0.91,1572.8,491.6,72,27,152
904.037,2,21.37,18.218,0.88,1423.1,352.7,116,26,205
904.037,4,6.936,14.799,0.895,679.8,357.7,55,18,167
904.037,5,13.048,13.947,0.904,998.6,302.2,87,20,185
904.037,7,36.586,25.369,0.655,1781.7,418.4,97,47,136
904.037,8,35.279,21.016,0.723,1678.2,366.1,24,56,154
904.037,9,26.59,6.171,0.747,1215.5,206.7,22,40,189
904.037,11,39.343,16.686,0.705,1616.4,314.0,142,11,212
904.037,19,29.087,11.447,0.778,1381.9,258.1,90,33,164
904.037,12,27.844,13.685,0.7,1415.7,282.3,26,30,177
904.037,10,30.967,7.239,0.786,1320.5,220.6,34,10,229
904.037,3,29.675,16.641,0.813,1518.2,317.8,90,26,214
904.037,6,29.108,18.098,0.796,1548.5,337.3,22,36,198
904.137,1,18.21,23.975,0.901,1572.2,491.8,81,27,152
904.137,2,21.295,18.36,0.874,1426.2,355.3,114,19,205
904.137,4,6.984,14.877,0.876,684.7,358.9,55,17,167
904.137,5,13.157,13.976,0.9,1004.5,302.3,89,22,188
904.137,7,36.809,25.403,0.743,1783.3,418.1,97,49,136
904.137,8,35.346,21.032,0.712,1679.0,366.2,20,60,150
904.137,9,26.995,6.035,0.828,1221.1,206.0,35,39,182
904.137,11,39.462,16.635,0.726,1616.3,313.5,145,11,215
904.137,19,29.686,11.372,0.801,1390.0,257.7,90,36,165
904.137,12,28.022,13.677,0.669,1418.5,282.3,29,29,172
904.137,10,30.883,7.39,0.771,1322.2,221.7,34,11,211
904.137,3,29.979,16.479,0.819,1518.1,315.6,90,27,205
904.137,6,29.625,18.086,0.798,1554.6,336.5,24,48,196
904.22,1,18.174,23.958,0.905,1570.7,491.7,96,33,152
904.22,2,21.29,18.453,0.887,1429.2,356.9,113,16,205
904.22,4,6.984,15.038,0.892,688.3,362.5,55,17,167
904.22,5,13.292,14.026,0.882,1012.2,302.6,90,21,188
904.22,7,37.116,25.51,0.734,1786.7,418.6,99,49,125
904.22,8,35.347,21.011,0.685,1678.5,365.9,23,54,155
904.22,9,27.152,6.094,0.835,1225.6,206.7,114,34,167
904.22,11,39.377,16.603,0.716,1615.0,313.2,145,12,207
904.22,19,30.104,11.323,0.802,1395.6,257.5,75,34,159
904.22,12,28.211,13.684,0.823,1421.8,282.4,30,28,171
904.22,10,30.812,7.495,0.807,1323.2,222.5,54,7,195
904.22,3,30.338,16.344,0.782,1519.4,313.7,90,28,214
904.22,6,29.772,18.139,0.767,1557.8,337.0,31,40,192
904.32,1,18.16,23.943,0.911,1569.8,491.5,100,41,153
904.32,2,21.406,18.515,0.895,1433.8,357.7,107,15,205
904.32,4,6.993,15.147,0.902,691.4,364.8,55,17,165
904.32,5,13.488,14.065,0.871,1022.3,302.6,96,26,195
904.32,7,37.69,25.574,0.669,1790.2,417.7,103,58,125
904.32,8,35.435,20.925,0.71,1677.2,364.7,43,47,158
904.32,9,26.93,6.45,0.848,1228.6,209.4,34,33,174
904.32,11,39.258,16.534,0.783,1612.7,312.5,145,10,216
904.32,19,30.603,11.253,0.829,1401.9,257.1,90,34,161
904.32,12,28.438,13.733,0.468,1426.7,283.0,30,27,169
904.32,10,30.901,7.55,0.749,1325.8,223.1,60,7,192
904.32,3,30.495,16.282,0.845,1519.8,312.9,88,23,198
904.32,6,30.101,18.134,0.796,1561.5,336.6,45,30,191
904.42,1,18.131,23.935,0.908,1568.9,491.6,101,64,155
904.42,2,21.596,18.525,0.889,1438.3,357.4,108,15,205
904.42,4,7.038,15.201,0.91,695.6,365.6,55,16,166
904.42,5,13.629,14.044,0.867,1027.9,301.8,98,23,209
904.42,7,37.839,25.633,0.655,1792.0,418.0,105,55,127
904.42,8,35.714,20.814,0.71,1676.7,362.9,30,43,160
904.42,9,27.01,6.531,0.814,1232.0,210.2,43,30,159
904.42,11,39.319,16.448,0.706,1611.5,311.6,145,9,222
904.42,19,31.182,11.247,0.82,1410.5,257.4,90,40,176
904.42,12,28.505,13.909,0.799,1432.2,285.0,30,30,170
904.42,10,31.303,7.49,0.703,1331.2,223.1,145,6,195
904.42,3,30.566,16.271,0.806,1520.5,312.7,90,28,202
904.42,6,30.789,17.873,0.729,1562.9,332.5,48,32,190
904.52,1,18.116,23.925,0.906,1568.2,491.5,101,83,160
904.52,2,21.842,18.564,0.896,1444.7,357.4,117,16,205
904.52,4,7.095,15.252,0.894,700.7,366.2,57,16,167
904.52,5,13.728,14.043,0.884,1032.3,301.4,96,20,202
904.52,7,38.047,25.657,0.699,1793.2,417.7,107,57,125
904.52,8,35.923,20.717,0.628,1676.0,361.4,37,39,161
904.52,9,27.298,6.484,0.72,1236.9,210.1,43,35,151
904.52,11,39.522,16.295,0.709,1610.0,310.1,148,11,212
904.52,19,31.443,11.355,0.822,1416.8,258.7,87,39,162
904.52,12,28.607,14.08,0.823,1438.1,287.0,37,33,171
904.52,10,31.508,7.596,0.677,1336.8,224.2,145,7,203
904.52,3,30.962,16.057,0.811,1520.2,309.9,91,27,203
904.52,6,31.212,17.677,0.725,1562.9,329.6,30,30,193
904.62,1,18.119,23.915,0.907,1567.8,491.2,101,91,161
904.62,2,22.037,18.585,0.869,1449.4,357.3,117,30,206
904.62,4,7.176,15.314,0.891,707.5,366.8,64,15,168
904.62,5,13.776,14.073,0.892,1035.3,301.8,93,20,194
904.62,7,38.401,25.656,0.708,1794.4,416.7,99,73,133
904.62,8,36.12,20.683,0.733,1676.6,360.7,48,35,158
904.62,9,27.427,6.689,0.776,1243.8,212.0,65,31,171
904.62,11,39.512,16.199,0.662,1608.0,309.1,145,10,218
904.62,19,31.915,11.412,0.712,1425.0,259.5,90,47,179
904.62,12,28.683,14.167,0.699,1441.4,288.0,44,30,169
904.62,10,31.417,7.84,0.805,1340.4,226.2,60,10,192
904.62,3,31.362,15.867,0.744,1520.6,307.5,90,34,192
904.62,6,31.356,17.569,0.79,1561.8,328.1,23,33,193
904.72,1,18.088,23.921,0.909,1567.5,491.6,101,106,163
904.72,2,22.203,18.626,0.879,1454.2,357.5,111,29,205
904.72,4,7.226,15.545,0.868,716.5,371.6,65,18,168
904.72,5,13.867,14.07,0.892,1039.2,301.4,90,17,186
904.72,7,38.36,25.678,0.621,1794.7,417.1,103,89,152
904.72,8,36.235,20.669,0.758,1677.0,360.4,58,49,156
904.72,9,27.588,6.739,0.716,1248.1,212.5,41,31,182
904.72,11,39.16,16.177,0.704,1604.8,309.0,161,9,198
904.72,19,32.34,11.552,0.733,1434.1,261.2,92,37,176
904.72,12,28.839,14.306,0.735,1447.4,289.6,21,36,176
904.72,10,31.262,8.08,0.807,1342.9,228.1,50,17,171
904.72,3,31.638,15.777,0.815,1521.8,306.4,71,31,184
904.72,6,32.101,17.179,0.765,1560.7,322.8,41,25,193
904.82,1,18.027,23.949,0.907,1567.4,493.0,101,107,163
904.82,2,22.294,18.647,0.886,1456.7,357.7,114,27,208
904.82,4,7.237,15.767,0.888,722.9,376.7,65,17,173
904.82,5,13.97,14.097,0.877,1044.5,301.5,83,20,192
904.82,7,38.581,25.634,0.75,1794.5,415.9,103,69,132
904.82,8,36.488,20.588,0.736,1677.0,359.0,58,45,144
904.82,9,27.33,7.166,0.792,1252.2,215.9,34,34,181
904.82,11,38.856,16.105,0.5,1600.9,308.3,156,9,182
904.82,19,32.421,11.769,0.762,1440.0,263.4,81,39,173
904.82,12,29.024,14.345,0.779,1451.2,290.1,34,31,169
904.82,10,31.283,8.237,0.742,1346.5,229.5,39,18,171
904.82,3,31.883,15.698,0.82,1522.9,305.4,80,40,186
904.82,6,32.406,17.072,0.795,1561.5,321.3,22,33,198
904.82,46,47.24,15.821,0.432,1652.4,304.9,125,89,177
904.92,1,17.992,23.981,0.898,1568.0,494.1,102,109,163
904.92,2,22.358,18.663,0.894,1458.5,357.8,113,23,207
904.92,4,7.234,15.937,0.873,727.1,380.8,65,16,175
904.92,5,14.153,14.094,0.879,1052.3,300.9,97,23,206
904.92,7,38.903,25.533,0.64,1793.5,413.8,101,59,138
904.92,8,36.804,20.473,0.756,1676.6,357.2,81,55,154
904.92,9,27.138,7.484,0.598,1255.3,218.5,41,32,172
904.92,11,38.619,16.051,0.694,1597.9,307.8,160,13,185
904.92,19,33.161,11.629,0.691,1446.9,262.5,88,38,175
904.92,12,29.215,14.388,0.797,1455.1,290.6,34,30,168
904.92,10,31.614,8.222,0.658,1351.5,229.7,35,17,176
904.92,3,32.095,15.67,0.8,1524.8,305.0,85,30,187
904.92,6,32.751,16.899,0.699,1561.1,319.1,27,36,204
904.92,46,47.494,15.753,0.31,1652.7,304.3,142,97,177
905.02,1,17.94,24.027,0.906,1569.0,495.8,102,98,162
905.02,2,22.571,18.722,0.839,1464.6,358.2,110,18,213
905.02,4,7.267,15.991,0.883,730.8,381.8,75,13,172
905.02,5,14.31,14.115,0.863,1059.6,300.8,96,29,214
905.02,7,39.753,25.392,0.653,1793.5,409.9,102,61,131
905.02,8,37.22,20.273,0.713,1675.1,354.4,74,39,146
905.02,9,27.225,7.593,0.598,1259.4,219.6,32,40,172
905.02,11,38.826,15.843,0.713,1595.4,305.7,163,13,213
905.02,19,33.537,11.746,0.577,1454.4,263.8,92,43,179
905.02,12,29.501,14.346,0.557,1458.4,290.1,44,30,170
905.02,10,32.098,8.165,0.747,1357.9,229.7,46,11,191
905.02,3,32.43,15.625,0.814,1527.7,304.4,90,28,199
905.02,6,33.047,16.713,0.774,1560.0,316.7,20,37,202
905.12,1,17.941,24.056,0.906,1570.2,496.6,100,91,161
905.12,2,22.716,18.76,0.864,1468.6,358.5,117,33,214
905.12,4,7.293,16.021,0.899,733.4,382.3,83,13,174
905.12,5,14.417,14.137,0.888,1064.8,300.8,95,23,204
905.12,7,39.947,25.238,0.589,1791.1,407.5,101,93,145
905.12,8,37.589,20.102,0.652,1673.9,352.0,143,37,141
905.12,9,27.672,7.539,0.756,1267.1,219.5,34,47,177
905.12,11,39.553,15.427,0.714,1593.1,301.5,161,13,218
905.12,19,34.444,11.452,0.285,1459.8,261.6,98,42,185
905.12,12,29.471,14.542,0.712,1462.8,292.4,46,32,171
905.12,10,32.322,8.176,0.786,1361.6,230.0,44,15,201
905.12,3,32.604,15.602,0.778,1529.2,304.1,87,26,205
905.12,6,33.288,16.567,0.8,1559.2,314.9,25,38,197
905.12,46,52.14,14.423,0.443,1656.1,294.0,147,87,169
905.22,1,17.979,24.079,0.913,1571.9,496.8,100,81,160
905.22,2,22.765,18.829,0.839,1471.8,359.6,118,41,213
905.22,4,7.288,16.014,0.899,732.8,382.1,90,13,173
905.22,5,14.529,14.154,0.881,1070.1,300.8,90,17,191
905.22,7,39.958,25.139,0.599,1789.1,406.3,96,97,147
905.22,8,37.613,19.994,0.736,1671.8,350.7,56,40,143
905.22,9,27.932,7.558,0.77,1272.6,220.0,23,37,168
905.22,11,39.583,15.278,0.652,1590.5,300.1,163,13,215
905.22,19,34.889,11.416,0.417,1464.5,261.5,94,43,180
905.22,12,29.366,14.714,0.79,1465.5,294.4,43,30,170
905.22,10,32.32,8.342,0.79,1365.0,231.5,44,14,185
905.22,3,32.775,15.52,0.8,1529.3,303.2,91,26,208
905.22,6,33.367,16.475,0.792,1557.9,313.8,31,33,196
905.32,1,18.014,24.1,0.916,1573.6,497.0,99,61,161
905.32,2,22.771,18.903,0.852,1474.3,360.8,117,39,212
905.32,4,7.183,15.975,0.882,724.6,382.3,97,14,171
905.32,5,14.561,14.185,0.887,1072.4,301.2,90,21,192
905.32,7,39.806,24.985,0.643,1785.6,404.9,103,81,130
905.32,8,37.6,19.951,0.784,1670.8,350.2,60,58,145
905.32,9,27.923,7.742,0.826,1276.5,221.6,23,31,159
905.32,11,39.293,15.18,0.715,1586.1,299.1,157,15,198
905.32,12,29.465,14.774,0.668,1468.4,295.1,27,25,164
905.32,10,32.365,8.445,0.827,1367.8,232.4,44,16,171
905.32,3,32.865,15.515,0.764,1530.2,303.1,91,42,220
905.32,6,33.432,16.399,0.666,1556.8,312.9,32,33,188
905.42,1,18.063,24.122,0.914,1575.5,497.1,99,59,161
905.42,2,22.827,18.927,0.871,1476.1,361.1,114,32,210
905.42,4,6.986,15.881,0.89,708.7,382.1,116,14,168
905.42,5,14.655,14.164,0.899,1075.6,300.6,90,19,191
905.42,7,40.279,24.805,0.451,1783.6,401.6,102,70,122
905.42,8,37.967,19.852,0.732,1671.1,348.7,56,57,148
905.42,9,27.787,8.015,0.808,1279.9,223.9,41,27,156
905.42,11,38.647,15.184,0.609,1580.7,299.1,157,17,181
905.42,12,29.627,14.749,0.514,1470.1,294.8,49,24,166
905.42,10,32.599,8.526,0.785,1373.1,233.4,49,16,172
905.42,3,33.138,15.408,0.808,1530.9,301.9,91,40,223
905.42,6,33.42,16.356,0.76,1555.7,312.5,38,31,192
905.52,1,18.104,24.151,0.915,1577.5,497.4,99,47,160
905.52,2,22.871,18.968,0.848,1478.3,361.6,114,31,209
905.52,4,6.869,15.823,0.89,699.1,382.0,112,17,166
905.52,5,14.778,14.175,0.903,1081.0,300.4,83,21,192
905.52,7,41.031,24.537,0.603,1781.0,396.8,102,52,132
905.52,8,38.444,19.689,0.73,1670.9,346.4,26,53,146
905.52,9,27.794,8.197,0.713,1284.0,225.5,60,30,152
905.52,11,38.847,14.979,0.633,1578.4,297.2,151,16,202
905.52,12,29.963,14.728,0.495,1474.4,294.5,44,23,173
905.52,10,33.194,8.432,0.794,1379.9,233.2,44,17,172
905.52,3,33.341,15.331,0.82,1531.5,301.0,91,40,213
905.52,6,33.458,16.334,0.791,1555.6,312.2,39,26,186
905.62,1,18.143,24.168,0.922,1579.0,497.5,100,49,159
905.62,2,22.931,19.018,0.88,1481.0,362.3,112,32,208
905.62,4,6.813,15.804,0.893,694.8,382.1,114,17,165
905.62,5,14.911,14.231,0.886,1088.2,300.9,90,21,193
905.62,7,42.674,24.112,0.626,1778.5,388.8,108,57,140
905.62,8,38.645,19.556,0.74,1669.5,344.7,62,63,149
905.62,9,28.199,8.219,0.7,1292.3,226.1,71,26,169
905.62,11,39.346,14.661,0.716,1576.4,294.1,155,16,189
905.62,12,30.108,14.804,0.496,1478.3,295.4,48,28,165
905.62,10,33.619,8.457,0.801,1386.6,233.8,49,17,175
905.62,3,33.627,15.18,0.803,1531.3,299.3,90,34,202
905.62,6,33.691,16.229,0.764,1555.7,310.9,43,29,187
905.72,1,18.172,24.187,0.923,1580.3,497.7,101,46,159
905.72,2,23.087,19.044,0.88,1484.7,362.4,115,41,207
905.72,4,6.775,15.792,0.88,691.9,382.2,98,15,164
905.72,5,15.09,14.27,0.855,1096.7,301.1,95,21,203
905.72,7,42.558,23.911,0.646,1774.4,386.8,110,76,134
905.72,8,38.64,19.492,0.629,1668.1,344.0,158,43,147
905.72,9,28.376,8.336,0.827,1298.2,227.4,58,23,166
905.72,11,39.924,14.358,0.633,1575.4,291.3,150,15,205
905.72,12,30.161,14.959,0.516,1482.9,297.2,55,29,167
905.72,10,33.566,8.751,0.784,1391.8,236.3,49,21,165
905.72,3,33.846,15.085,0.801,1531.6,298.2,92,38,193
905.72,6,33.924,16.145,0.754,1556.3,309.9,43,29,192
905.82,1,18.188,24.217,0.929,1581.9,498.3,101,49,159
905.82,2,23.316,19.072,0.874,1489.8,362.3,117,46,207
905.82,4,6.745,15.788,0.891,689.7,382.5,114,18,166
905.82,5,15.256,14.255,0.866,1102.8,300.4,98,28,219
905.82,7,42.318,23.827,0.406,1771.9,386.3,105,80,132
905.82,8,39.624,19.156,0.629,1667.7,339.5,170,48,142
905.82,9,28.3,8.561,0.754,1301.7,229.3,83,22,190
905.82,11,40.12,14.236,0.576,1574.7,290.2,153,14,224
905.82,12,30.3,15.092,0.708,1488.0,298.7,35,34,169
905.82,10,33.874,9.015,0.686,1401.6,238.9,49,16,170
905.82,3,33.897,15.088,0.727,1532.2,298.3,95,30,190
905.82,6,34.046,16.096,0.779,1556.4,309.3,35,31,193
905.92,1,18.214,24.266,0.91,1584.4,499.3,102,70,159
905.92,2,23.513,19.099,0.858,1494.1,362.2,117,72,207
905.92,4,6.729,15.797,0.897,688.8,382.9,110,19,167
905.92,5,15.337,14.287,0.886,1107.0,300.7,96,20,218
905.92,8,40.192,18.985,0.719,1667.9,337.2,172,75,141
905.92,9,28.224,8.798,0.734,1305.6,231.5,50,27,180
905.92,11,39.864,14.256,0.52,1572.9,290.4,150,16,209
905.92,12,30.521,15.093,0.749,1491.0,298.7,34,35,173
905.92,10,34.299,9.096,0.746,1409.1,240.0,50,10,203
905.92,3,34.031,15.033,0.824,1532.5,297.7,95,31,194
905.92,6,34.167,16.098,0.721,1557.7,309.3,28,30,194
906.02,1,18.182,24.362,0.896,1587.9,502.1,102,88,159
906.02,2,23.662,19.109,0.849,1497.1,362.0,116,65,207
906.02,4,6.734,15.804,0.91,689.3,383.0,117,18,169
906.02,5,15.415,14.285,0.896,1110.0,300.5,94,15,199
906.02,8,40.271,18.948,0.753,1667.7,336.8,169,67,136
906.02,9,28.173,8.955,0.818,1308.2,232.9,55,25,159
906.02,12,30.525,15.153,0.754,1492.5,299.4,34,35,171
906.02,10,34.721,9.025,0.704,1413.3,239.8,51,11,187
906.02,3,34.047,15.019,0.817,1532.3,297.5,94,30,203
906.02,6,34.395,16.088,0.622,1559.9,309.1,44,31,195
906.12,1,18.186,24.406,0.898,1589.8,503.2,103,95,159
906.12,2,23.746,19.104,0.851,1498.4,361.7,117,62,212
906.12,4,6.733,15.804,0.899,689.3,383.0,120,17,168
906.12,5,15.477,14.294,0.895,1112.7,300.5,90,15,192
906.12,8,40.579,18.905,0.723,1668.7,336.1,172,64,132
906.12,9,28.293,8.994,0.375,1311.3,233.3,57,22,155
906.12,12,30.564,15.172,0.721,1493.5,299.6,29,36,175
906.12,10,35.174,8.953,0.743,1417.9,239.7,54,10,192
906.12,3,34.087,14.983,0.815,1532.0,297.1,92,43,208
906.12,6,34.626,16.056,0.429,1561.5,308.7,30,43,201
906.22,1,18.162,24.437,0.9,1590.7,504.3,103,96,158
906.22,2,23.881,19.103,0.855,1500.7,361.4,117,76,214
906.22,4,6.725,15.806,0.891,688.7,383.1,122,14,167
906.22,5,15.624,14.29,0.785,1118.3,300.0,94,15,193
906.22,8,41.174,18.708,0.703,1668.6,333.6,168,61,124
906.22,9,28.669,8.935,0.604,1316.9,233.1,60,24,168
906.22,12,30.952,15.13,0.632,1497.7,299.0,26,38,169
906.22,10,35.454,9.044,0.679,1423.3,240.7,54,7,218
906.22,3,34.095,14.958,0.768,1531.5,296.9,93,41,216
906.22,6,34.917,16.026,0.674,1563.8,308.3,150,43,198
906.22,60,42.855,22.807,0.519,1754.8,374.5,108,45,142
906.32,1,18.095,24.482,0.902,1591.3,506.2,103,95,157
906.32,2,24.042,19.101,0.83,1503.4,360.9,116,117,211
906.32,4,6.705,15.808,0.888,687.4,383.4,123,14,167
